,0
235,11.7714438821
236,11.6952553551
237,12.0523443765
238,12.1934989266
239,12.3597846577
240,11.9576176965
241,11.6699377608
242,11.7199477644
243,11.7440451224
244,11.652696103
245,12.3946288929
246,11.3562833508
247,12.3458389357
248,11.8422364063
249,12.1415394577
250,11.6082447356
251,11.6865846112
252,11.4186257744
253,11.8494048444
254,13.0497948351
255,11.8270133159
256,11.7400690056
257,12.6603310924
258,11.3144867213
259,12.4292201968
260,12.3673450484
261,12.2737359669
262,11.8451099509
263,12.3013873708
264,11.6656551356
265,11.6082447356
266,12.1034915969
267,11.4186257744
268,11.6613540907
269,12.2065775181
270,11.7671877662
271,12.4423061484
272,11.8702781792
273,11.7745279009
274,11.8671042962
275,11.7636919654
276,12.4371883347
277,12.123239799
278,12.5567330383
279,11.8422364063
280,12.5964038111
281,12.4104451173
282,12.0581583125
283,12.0546740087
284,11.6483737691
285,12.0867315217
286,11.6952553551
287,12.7513025946
288,11.7597933554
289,11.7745279009
290,12.3458389357
291,11.7752974217
292,12.5061809417
293,11.7829602357
294,11.7905647773
295,12.0895444472
296,12.0137068135
297,11.9511868475
298,12.5235295163
299,12.0610526538
300,12.1321623461
301,12.7656912906
302,11.6910800185
303,11.8981946685
304,11.0410641112
305,12.1062578351
306,12.1062578351
307,12.384223015
308,11.8422364063
309,11.8130374648
310,11.6036889606
311,11.2897944136
312,12.6915835382
313,12.0435595984
314,12.8413284967
315,11.9829353442
316,12.7367038378
317,11.8565222615
318,11.6944216813
319,12.9715428132
320,12.6346062839
321,10.9767991271
322,11.6910800185
323,12.2428914379
324,12.9917557065
325,12.3673450484
326,11.7675754353
327,12.4950076827
328,12.0435595984
329,11.8407965316
330,12.2307701362
331,11.2885436473
332,11.8130374648
333,12.0839106613
334,11.9829353442
335,12.2258801748
336,11.2644769261
337,11.4186257744
338,12.6230643992
339,11.5617251529
340,11.5805934592
341,12.6310167992
342,12.7164051477
343,12.0725469672
344,11.7248139146
345,12.1652558593
346,11.6994133306
347,11.1049722641
348,11.9250417383
349,12.1858750402
350,11.9049743095
351,12.6443308023
352,11.8494048444
353,12.560247968
354,12.0895444472
355,11.6351519472
356,11.7558794867
357,11.6351519472
358,12.17499469
359,11.3022167793
360,12.388398369
361,12.8852045696
362,11.6073352395
363,11.9703566411
364,11.7867697351
365,11.9829353442
366,12.1007176854
367,11.9891658551
368,11.8422364063
369,12.2496157345
370,12.4684407561
371,12.5776396502
372,12.8320137502
373,12.0317252107
374,12.0839106613
375,11.8350162105
376,11.8906835885
377,12.0045743855
378,11.6910800185
379,12.1117674605
380,12.1001619786
381,12.4411487203
382,12.6915835382
383,11.4075760604
384,12.6443308023
385,12.1756185927
386,12.1275758257
387,12.6698098064
388,11.6262630788
389,12.0287446004
390,11.0186455365
391,11.8644692671
392,11.9511868475
393,11.2897944136
394,11.8422364063
395,12.2713967955
396,12.5947340251
397,12.312686875
398,11.1346036227
399,12.2204734543
400,12.2060776455
401,11.2252567258
402,11.8130374648
403,11.2897944136
404,12.8346839716
405,12.3234155844
406,12.2476991164
407,11.7519502394
408,11.3621142031
409,11.7829602357
410,12.0895444472
411,11.8465436326
412,12.4771717271
413,11.8277435041
414,12.2991120673
415,11.7597933554
416,11.678448378
417,11.7943454715
418,11.8277435041
419,11.6036889606
420,12.9945322786
421,12.4008208375
422,11.5228856968
423,11.9798054708
424,12.384223015
425,11.4824765667
426,11.8844959179
427,12.1281165095
428,12.0754000199
429,11.9117082963
430,11.385103457
431,12.2783979583
432,11.8414231319
433,11.9703566411
434,12.1281165095
435,11.4457274104
436,12.2067823936
437,11.5129354649
438,12.5776396502
439,11.6082447356
440,12.0406141055
441,11.678448378
442,11.9177303552
443,11.5129354649
444,12.5281597679
445,12.0435595984
446,12.7444472863
447,12.6603310924
448,12.7359682753
449,11.8277435041
450,11.6856931956
451,12.3371052939
452,12.3673450484
453,11.4927329617
454,12.3523394722
455,12.1001619786
456,11.6826766783
457,11.8240872196
458,11.7675754353
459,11.8048559999
460,12.6760793998
461,12.0782449558
462,12.880294364
463,12.5098777899
464,12.1442025609
465,13.2267251945
466,11.7943454715
467,12.1756185927
468,11.1124628236
469,11.7360770163
470,12.3570798183
471,12.6491578275
472,12.4529366297
473,11.732069027
474,12.0197490914
475,12.3392958657
476,12.0725469672
477,12.1652558593
478,12.8277318802
479,12.5468712243
480,12.0867315217
481,12.0962633599
482,11.8565222615
483,12.7035120726
484,11.8240872196
485,11.8167342993
486,12.3523394722
487,11.5852554288
488,12.0839106613
489,11.3022167793
490,12.3458389357
491,12.0494246834
492,11.8201233589
493,12.5407611494
494,11.8494048444
495,12.354496961
496,12.3434709271
497,12.1281165095
498,12.328294703
499,11.385103457
500,11.8422364063
501,11.9635742417
502,11.8494048444
503,11.8130374648
504,11.8048559999
505,11.7829602357
506,12.7367038378
507,12.1007176854
508,11.6351519472
509,11.4616426968
510,11.6082447356
511,12.6925061865
512,11.7360770163
513,12.0668163253
514,11.5617251529
515,12.2185001038
516,12.0839106613
517,11.5617251529
518,12.0575784377
519,12.0435007735
520,12.2690521395
521,12.1007176854
522,11.5607723272
523,12.2548675716
524,12.5219813226
525,12.0782449558
526,12.0668163253
527,11.7519502394
528,12.1756185927
529,11.9440648175
530,11.8706069022
531,12.0317252107
532,12.3458389357
533,12.4607187399
534,11.693169866
535,11.4295547255
536,12.3371052939
537,11.9565594512
538,12.5776396502
539,12.546113507
540,11.8844959179
541,11.9569764694
542,12.4684407561
543,11.6952553551
544,12.1001619786
545,12.1909640838
546,12.354496961
547,11.8130374648
548,11.4075760604
549,11.7752974217
550,11.9766657705
551,11.9419508375
552,12.0167325161
553,12.0725469672
554,11.9381997363
555,11.9283475046
556,12.0075668273
557,12.149507585
558,12.1468585909
559,11.9922666136
560,12.2830383163
561,12.13619188
562,12.2548675716
563,12.3863128712
564,12.5913384477
565,11.8350162105
566,12.1781925834
567,11.7360770163
568,12.149507585
569,12.1007176854
570,11.7714438821
571,11.5327378961
572,12.5672409791
573,12.0137068135
574,11.6307173895
575,11.5898957653
576,11.7613546238
577,11.9511868475
578,12.0988548506
579,11.6082447356
580,12.0435595984
581,12.2737359669
582,11.8494048444
583,11.9697235333
584,11.5129354649
585,12.3013873708
586,12.3673450484
587,12.3458389357
588,12.1442025609
589,11.7867697351
590,12.5425484536
591,11.3326138868
592,12.5317763953
593,11.8838060296
594,12.4225097589
595,12.1001619786
596,11.4020050774
597,11.8494048444
598,11.877575523
599,11.8490476403
600,12.4110562995
601,12.6503513326
602,12.4931332749
603,12.0581583125
604,11.6483388356
605,11.8768808421
606,11.6262630788
607,12.1955221846
608,12.0725469672
609,11.8422364063
610,11.7519502394
611,12.4049276026
612,11.7943454715
613,12.0610526538
614,11.4510606995
615,12.2370915464
616,12.5335798158
617,11.9511868475
618,12.0015116147
619,11.6082447356
620,11.9479558478
621,12.239995697
622,11.7280449091
623,11.6868871754
624,12.4398751874
625,11.8981946685
626,11.732069027
627,11.8204175176
628,12.8411324515
629,11.9140545193
630,11.3385839825
631,12.384223015
632,12.3966971374
633,12.5135610217
634,11.5898957653
635,11.8130374648
636,12.2428914379
637,11.6699377608
638,11.571203807
639,12.0867315217
640,11.4020050774
641,11.7905647773
642,11.4403655248
643,12.6313436489
644,12.1704506492
645,11.3445186476
646,12.0610526538
647,12.1547846143
648,12.1062578351
649,11.9511868475
650,13.0213290459
651,12.1828091363
652,12.1281165095
653,11.6690827017
654,12.5353799898
655,12.2783979583
656,12.5425484536
657,11.8844959179
658,11.7360770163
659,12.5061809417
660,11.8565222615
661,12.2496157345
662,12.3715913213
663,11.7519502394
664,12.2548675716
665,11.9766657705
666,12.1547846143
667,11.7158744722
668,11.7085004722
669,12.8610012107
670,11.7905647773
671,12.4761035995
672,12.384223015
673,11.8350162105
674,11.47730865
675,12.4987459908
676,11.703554089
677,12.4684407561
678,11.8565222615
679,12.3946288929
680,11.7867697351
681,12.5425484536
682,11.7752974217
683,11.5617251529
684,11.7752974217
685,12.2185001038
686,12.1547846143
687,11.7791361686
688,11.6127798497
689,11.8706069022
690,11.8981946685
691,12.4292201968
692,12.4486305135
693,12.0917891045
694,12.1388692434
695,11.9697235333
696,12.0668163253
697,11.3736748918
698,12.2713967955
699,11.0021165077
700,11.8130374648
701,11.8088212126
702,12.5672409791
703,11.7675754353
704,11.678448378
705,11.7772186371
706,12.3737077152
707,11.7675754353
708,12.1909640838
709,11.9640074537
710,12.0406141055
711,12.4799131134
712,12.55484041
713,12.205577523
714,11.6262630788
715,12.0494246834
716,11.7117845204
717,12.2991120673
718,11.7360770163
719,11.900912043
720,11.9891658551
721,11.9015902344
722,13.0710721883
723,11.8130374648
724,12.1388692434
725,12.2110651622
726,11.5991123355
727,11.4824765667
728,12.0598091136
729,12.5244209165
730,11.3504183001
731,11.7117845204
732,12.3171711673
733,12.1007176854
734,11.7158744722
735,12.377927113
736,12.0435595984
737,12.388398369
738,11.6082447356
739,12.0719753785
740,11.9829353442
741,11.9316423788
742,11.4016810062
743,11.8706069022
744,11.8277435041
745,11.8240872196
746,11.4927329617
747,12.2060776455
748,11.9150583608
749,11.8130374648
750,11.7791361686
751,11.7752974217
752,11.8122964551
753,11.9316423788
754,11.6952553551
755,12.0015116147
756,12.2110651622
757,12.388398369
758,11.7943454715
759,11.5759096538
760,12.0581583125
761,11.2450590916
762,12.2685825479
763,13.5211408396
764,11.8422364063
765,10.5790052428
766,12.3013873708
767,11.9117082963
768,11.8981946685
769,12.2209661841
770,12.1034915969
771,11.8093269129
772,12.6946557278
773,11.5991123355
774,11.3144867213
775,11.652696103
776,12.2783979583
777,11.9640074537
778,11.9829353442
779,12.0346969635
780,11.9511868475
781,11.9316423788
782,11.652696103
783,12.3678895787
784,11.9703566411
785,12.4568352549
786,11.9511868475
787,12.1600339426
788,12.0008979333
789,12.2258801748
790,11.732069027
791,12.5637505863
792,11.798111926
793,11.5898957653
794,12.1652558593
795,12.8479291633
796,11.7199477644
797,12.1167003018
798,12.0076278043
799,12.2356363021
800,11.8706069022
801,12.13619188
802,12.0782449558
803,12.9066943223
804,12.2702251547
805,12.6700016113
806,11.8240872196
807,12.2977900153
808,12.3758196395
809,11.678448378
810,11.9414623606
811,12.1415394577
812,12.7007719361
813,11.4241051802
814,11.2897944136
815,12.4684407561
816,12.4815657332
817,12.2110651622
818,12.8583223079
819,12.3238601256
820,11.5521557935
821,12.5098777899
822,11.7400690056
823,12.3673450484
824,12.1001619786
825,12.4049276026
826,11.3551130893
827,11.8565222615
828,12.1909640838
829,12.9239148777
830,11.4988366825
831,12.6915835382
832,11.8313864688
833,11.4824765667
834,12.2783979583
835,11.7519502394
836,12.1281165095
837,12.1884227993
838,10.868587496
839,12.0668163253
840,12.0137068135
841,11.8270498379
842,11.9447143749
843,12.6666602074
844,12.0810818211
845,12.1807599657
846,12.0936931096
847,12.2150373423
848,11.89136875
849,11.5991857266
850,11.9822788829
851,12.0137068135
852,12.3758196395
853,12.1034915969
854,12.2643462706
855,11.8494048444
856,12.4780101705
857,11.7199477644
858,12.2005624925
859,13.0086615025
860,11.4219170194
861,11.7519502394
862,11.7199477644
863,10.5966597328
864,12.1547846143
865,11.8635893788
866,12.1934989266
867,11.7519502394
868,11.7752974217
869,11.8056025416
870,11.8494048444
871,12.2060776455
872,12.5776396502
873,11.3736748918
874,12.3194057951
875,12.5241663118
876,12.8642426962
877,12.0668163253
878,11.798111926
879,12.1388692434
880,11.9829353442
881,11.9447143749
882,11.8810417069
883,12.0662414508
884,11.9703566411
885,11.9447143749
886,11.4403655248
887,11.9466605192
888,12.8610012107
889,11.798111926
890,11.6994133306
891,11.8115548958
892,11.3022167793
893,11.8981946685
894,11.5898957653
895,12.2209661841
896,12.2853504454
897,12.0668163253
898,12.1858750402
899,11.6613540907
900,11.9671870864
901,11.6952553551
902,11.2772157896
903,11.459007677
904,11.9177303552
905,12.1766541334
906,11.678448378
907,12.384223015
908,12.3171711673
909,11.6351519472
910,12.4154377079
911,11.7440451224
912,11.439289689
913,12.0045743855
914,12.4684407561
915,12.2643462706
916,11.5129354649
917,12.0782449558
918,12.1281165095
919,12.1226964714
920,12.0137068135
921,11.7519502394
922,12.3357008054
923,12.3630806678
924,13.2758292514
925,12.1909640838
926,11.6868871754
927,11.9316423788
928,12.2185001038
929,12.2307701362
930,12.3630806678
931,11.7558794867
932,12.1226964714
933,11.3144867213
934,12.0435595984
935,12.0076278043
936,11.652696103
937,11.8947875334
938,11.6952553551
939,11.8240872196
940,11.9829353442
941,12.0754000199
942,12.246739428
943,12.8209906813
944,11.2960248857
945,11.877575523
946,11.8494048444
947,10.4602707611
948,13.3455085287
949,12.007017866
950,12.0008979333
951,11.9083469712
952,12.0725469672
953,12.4874888785
954,12.3327097017
955,12.0581583125
956,12.1678566275
957,11.6826766783
958,11.8494048444
959,11.8844959179
960,11.8786305145
961,11.9703566411
962,11.6699377608
963,12.3414816493
964,11.9117082963
965,12.2737359669
966,12.1329695529
967,11.9511868475
968,12.4292201968
969,12.524530013
970,12.0668163253
971,11.8706069022
972,11.8130374648
973,12.3104371653
974,12.1281165095
975,12.0806964799
976,11.8635893788
977,11.9233847481
978,12.0137068135
979,12.0076278043
980,12.1428718958
981,11.7667999468
982,12.037659911
983,12.328294703
984,12.3673450484
985,12.0287446004
986,12.0652806729
987,12.6935016915
988,12.4073835905
989,12.1199753961
990,11.8706069022
991,11.9608176787
992,12.3216354405
993,12.8439739939
994,11.5129354649
995,11.8844959179
996,12.1327005564
997,12.0979360579
998,12.0435595984
999,12.4490227457
1000,11.7745279009
1001,12.1547846143
1002,12.2737359669
1003,11.9703566411
1004,11.6868871754
1005,11.8494048444
1006,11.9826227973
1007,12.1281165095
1008,12.3458389357
1009,11.8167342993
1010,12.149507585
1011,12.1226964714
1012,11.8706069022
1013,12.454107814
1014,11.7752974217
1015,11.0744360065
1016,11.6195441888
1017,12.0962633599
1018,12.777055017
1019,11.7905647773
1020,11.571203807
1021,11.9250417383
1022,12.0131005728
1023,12.0696857513
1024,12.6603310924
1025,11.9735161814
1026,11.8185776043
1027,11.8386328248
1028,12.2783979583
1029,11.571203807
1030,11.9150583608
1031,11.8313864688
1032,12.2876572408
1033,12.4912553472
1034,11.6868871754
1035,12.149507585
1036,12.4315375005
1037,11.6868871754
1038,11.6262630788
1039,12.5043273799
1040,12.9880431023
1041,12.6698098064
1042,12.5131933084
1043,11.798111926
1044,11.8018642474
1045,12.0895444472
1046,11.7943454715
1047,11.7352767025
1048,12.5317763953
1049,11.877575523
1050,12.4292201968
1051,12.0782449558
1052,11.7558794867
1053,11.8056025416
1054,11.8671042962
1055,12.2548675716
1056,11.6818324473
1057,11.7597933554
1058,11.7480054923
1059,12.3313872476
1060,12.2428914379
1061,12.2295498857
1062,12.3392958657
1063,11.6952553551
1064,11.8494048444
1065,12.1062578351
1066,11.9177303552
1067,11.6172944893
1068,11.5759096538
1069,12.1547846143
1070,11.7191344322
1071,12.2713499562
1072,12.9595408724
1073,11.8204175176
1074,12.4090175712
1075,12.0984930028
1076,12.3234155844
1077,12.665397585
1078,11.3492411508
1079,11.7752974217
1080,12.2596181518
1081,11.9640074537
1082,12.2091927729
1083,11.6910800185
1084,12.0552555697
1085,12.6014907848
1086,12.1172468963
1087,12.0945878592
1088,11.9511868475
1089,11.3504183001
1090,12.0895444472
1091,11.9447143749
1092,12.1807599657
1093,11.7752974217
1094,12.1652558593
1095,11.2835248792
1096,11.9049743095
1097,11.6262630788
1098,12.0435595984
1099,12.388398369
1100,12.2991120673
1101,12.6603310924
1102,12.2783979583
1103,11.2385017771
1104,11.89136875
1105,12.6760793998
1106,11.8810417069
1107,11.3504183001
1108,12.0725469672
1109,12.2428914379
1110,12.4987459908
1111,11.7360770163
1112,12.1479190308
1113,11.7360770163
1114,12.4292201968
1115,12.1600339426
1116,11.9217250077
1117,11.8844959179
1118,11.8093269129
1119,12.1069978886
1120,11.6613540907
1121,12.1007176854
1122,11.652696103
1123,11.877575523
1124,12.2548675716
1125,11.7714438821
1126,11.8678057996
1127,11.8635893788
1128,11.6082447356
1129,12.1704506492
1130,12.0106719282
1131,11.678448378
1132,12.3412632858
1133,11.8862185594
1134,11.6351519472
1135,12.3966971374
1136,12.031129799
1137,12.037659911
1138,11.7360770163
1139,12.4211880574
1140,11.9640074537
1141,12.0287446004
1142,11.995357787
1143,11.9381997363
1144,12.9063493505
1145,11.877575523
1146,12.1090164423
1147,11.9137196814
1148,11.9440648175
1149,11.8740972828
1150,11.7597933554
1151,12.149507585
1152,11.9177303552
1153,11.6742021232
1154,12.0610526538
1155,12.384223015
1156,11.8844959179
1157,11.6826766783
1158,12.4049276026
1159,11.6944216813
1160,11.4075760604
1161,12.1547846143
1162,12.111217862
1163,12.0118869878
1164,12.9621969727
1165,11.8565222615
1166,12.1652558593
1167,11.652696103
1168,12.8505572788
1169,12.6885018812
1170,11.7905647773
1171,12.8856734873
1172,12.2783979583
1173,12.7218887959
1174,11.9403999141
1175,12.0754000199
1176,12.0257550794
1177,12.6165286119
1178,12.3800301543
1179,13.3239285818
1180,12.2060776455
1181,10.9151066459
1182,12.1062578351
1183,12.1281165095
1184,11.652696103
1185,11.7280449091
1186,12.524530013
1187,11.7675754353
1188,12.2404789032
1189,11.8033612425
1190,11.9766657705
1191,12.031129799
1192,11.3205656935
1193,11.5444338219
1194,12.3238601256
1195,11.9414623606
1196,12.4490227457
1197,11.8196819585
1198,12.354496961
1199,12.3238601256
1200,12.0015116147
1201,12.4645872017
1202,11.9798054708
1203,12.0136462059
1204,10.4719781285
1205,12.1007176854
1206,12.4684407561
1207,12.1545214231
1208,11.6073352395
1209,11.584324772
1210,11.9049743095
1211,11.9049743095
1212,11.9938133947
1213,11.8494048444
1214,11.9183972397
1215,12.2690521395
1216,11.6742021232
1217,12.2779327359
1218,12.1730379594
1219,12.1372636857
1220,11.5119349746
1221,12.133507329
1222,12.4332122022
1223,11.9414623606
1224,12.5529300548
1225,11.7352767025
1226,12.0725469672
1227,11.8422364063
1228,12.2085745132
1229,12.1955221846
1230,12.1600339426
1231,11.8422364063
1232,11.1913556339
1233,11.3794055009
1234,11.9505414822
1235,11.5852554288
1236,11.8844959179
1237,11.2885436473
1238,12.205577523
1239,11.652696103
1240,12.4525459299
1241,11.7360770163
1242,11.8844959179
1243,11.3205656935
1244,11.9511868475
1245,12.1007176854
1246,12.3013873708
1247,11.8204175176
1248,12.3149315347
1249,11.3621142031
1250,12.4912553472
1251,11.7400690056
1252,12.1704506492
1253,11.8706069022
1254,11.7745279009
1255,11.6036889606
1256,11.1331427234
1257,11.7360770163
1258,12.0167325161
1259,12.1547846143
